Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,216.600006,219.979996,216.539993,219.770004,219.770004,15873500
2020-01-03,216.350006,218.20300299999997,216.00999500000003,217.0,217.0,8604500
2020-01-06,214.88999900000002,217.16000400000001,214.08999599999999,216.63999900000002,216.63999900000002,11885500
2020-01-07,217.63999900000002,218.940002,216.690002,217.63000499999998,217.63000499999998,9388000
2020-01-08,216.600006,220.649994,216.32000699999998,218.0,218.0,11959100
2020-01-09,221.5,223.080002,220.82000699999998,221.77999900000003,221.77999900000003,13122500
2020-01-10,223.899994,225.960007,222.061005,223.830002,223.830002,12296000
2020-01-13,228.809998,231.13999900000002,227.039993,230.479996,230.479996,17544800
2020-01-14,230.05000299999998,230.17500299999998,224.88000499999998,226.49000499999997,226.49000499999997,17266900
2020-01-15,226.649994,227.82000699999998,224.38999900000002,225.059998,225.059998,10743400
2020-01-16,226.30000299999998,226.330002,222.729996,223.940002,223.940002,13700500
2020-01-17,225.899994,228.0,225.350006,227.42999300000002,227.42999300000002,12956200
2020-01-21,222.44999700000002,222.600006,220.729996,222.25999500000003,222.25999500000003,15831100
2020-01-22,224.690002,225.580002,222.0,222.36999500000002,222.36999500000002,10059600
2020-01-23,217.92999300000002,220.13000499999998,216.770004,219.13000499999998,219.13000499999998,18519900
2020-01-24,218.49000499999997,219.830002,211.32499700000002,213.75,213.75,18143900
2020-01-27,201.220001,208.020004,199.5,205.470001,205.470001,24574700
2020-01-28,209.74000499999997,210.91000400000001,207.169998,210.229996,210.229996,16196700
2020-01-29,212.559998,213.979996,209.520004,212.020004,212.020004,12871900
2020-01-30,207.880005,209.86000099999998,205.029999,208.580002,208.580002,14376000
2020-01-31,206.5,207.929993,204.727997,206.58999599999999,206.58999599999999,18181400
2020-02-03,208.669998,215.020004,208.669998,213.100006,213.100006,14118800
2020-02-04,221.350006,224.38000499999998,220.49000499999997,222.88000499999998,222.88000499999998,16695100
2020-02-05,226.520004,226.69999700000002,217.539993,220.22000099999997,220.22000099999997,15766100
2020-02-06,223.13000499999998,223.649994,219.77999900000003,220.899994,220.899994,10790800
2020-02-07,217.460007,217.83999599999999,214.88000499999998,216.52999900000003,216.52999900000003,13790300
2020-02-10,213.5,215.770004,212.19999700000002,215.770004,215.770004,17420300
2020-02-11,219.91000400000001,220.00999500000003,215.289993,217.210007,217.210007,16073500
2020-02-12,221.13000499999998,225.520004,220.210007,224.309998,224.309998,18671900
2020-02-13,220.0,225.0,218.99000499999997,220.36000099999998,220.36000099999998,28069700
2020-02-14,221.100006,221.63999900000002,218.229996,219.63000499999998,219.63000499999998,10690000
2020-02-18,218.55000299999998,220.850006,217.50999500000003,220.520004,220.520004,12987000
2020-02-19,221.520004,223.559998,220.75,222.13999900000002,222.13999900000002,10798100
2020-02-20,222.5,222.5,214.22000099999997,218.039993,218.039993,14950100
2020-02-21,217.539993,217.600006,211.559998,212.58999599999999,212.58999599999999,17681200
2020-02-24,203.550003,207.279999,202.509995,206.16000400000001,206.16000400000001,19380200
2020-02-25,208.509995,209.94999700000002,204.100006,205.610001,205.610001,18132400
2020-02-26,206.800003,213.080002,206.78999299999998,208.740005,208.740005,19482100
2020-02-27,205.009995,209.97000099999997,201.860001,205.029999,205.029999,22741200
2020-02-28,198.979996,208.919998,198.561005,208.0,208.0,31251100
2020-03-02,208.58999599999999,211.11000099999998,203.755997,210.979996,210.979996,21542200
2020-03-03,211.080002,211.38999900000002,202.240005,207.41000400000001,207.41000400000001,20813800
2020-03-04,209.490005,212.69999700000002,208.850006,211.960007,211.960007,12474400
2020-03-05,210.0,215.149994,209.139999,211.460007,211.460007,13462900
2020-03-06,206.699997,207.0,201.100006,204.639999,204.639999,21700500
2020-03-09,195.619995,199.889999,193.929993,197.66000400000001,197.66000400000001,25502600
2020-03-10,205.529999,207.449997,200.800003,206.389999,206.389999,19022600
2020-03-11,201.649994,203.100006,196.110001,198.91000400000001,198.91000400000001,18908200
2020-03-12,186.5,190.487,183.929993,185.100006,185.100006,30247100
2020-03-13,194.899994,195.990005,187.809998,194.0,194.0,23650500
2020-03-16,176.149994,188.0,174.5,178.850006,178.850006,26628500
2020-03-17,181.259995,189.389999,179.690002,184.809998,184.809998,19276500
2020-03-18,176.0,182.41000400000001,170.0,180.0,180.0,22054200
2020-03-19,179.259995,187.25,177.389999,180.880005,180.880005,20905700
2020-03-20,187.740005,188.300003,180.0,181.300003,181.300003,21006100
2020-03-23,175.270004,178.5,169.949997,176.33999599999999,176.33999599999999,22554700
2020-03-24,183.08999599999999,188.800003,181.179993,185.75,185.75,20801500
2020-03-25,185.820007,195.190002,184.514999,188.559998,188.559998,19605200
2020-03-26,188.639999,196.320007,187.600006,195.320007,195.320007,15416800
2020-03-27,189.970001,192.740005,188.0,188.58999599999999,188.58999599999999,13376400
2020-03-30,187.479996,191.479996,187.009995,191.270004,191.270004,12254400
2020-03-31,192.0,196.78999299999998,190.600006,194.479996,194.479996,19084800
2020-04-01,189.5,192.869995,185.03999299999998,187.559998,187.559998,17948600
2020-04-02,186.080002,191.300003,185.692001,188.899994,188.899994,13412100
2020-04-03,190.119995,190.550003,185.41000400000001,187.110001,187.110001,9483100
2020-04-06,194.740005,196.880005,192.699997,196.449997,196.449997,13248700
2020-04-07,200.050003,201.449997,197.050003,198.0,198.0,14934500
2020-04-08,198.33999599999999,198.860001,193.884003,195.979996,195.979996,13608000
2020-04-09,198.649994,200.350006,193.399994,196.369995,196.369995,17821300
2020-04-13,197.399994,200.324997,195.529999,199.440002,199.440002,16117900
2020-04-14,204.949997,207.970001,204.25,204.779999,204.779999,16757100
2020-04-15,204.770004,209.149994,201.309998,208.169998,208.169998,10768100
2020-04-16,210.52999900000003,213.25,209.119995,212.66000400000001,212.66000400000001,16353800
2020-04-17,214.979996,214.979996,208.850998,209.5,209.5,13558500
2020-04-20,209.86999500000002,216.100006,209.360001,212.13000499999998,212.13000499999998,19295400
2020-04-21,209.899994,212.13000499999998,205.029999,207.33999599999999,207.33999599999999,14107600
2020-04-22,212.0,212.0,209.21000700000002,209.960007,209.960007,13471100
2020-04-23,210.24000499999997,210.559998,203.46000700000002,205.240005,205.240005,20424000
2020-04-24,205.889999,206.5,202.820007,204.360001,204.360001,14673900
2020-04-27,207.550003,207.779999,202.029999,203.690002,203.690002,17286800
2020-04-28,204.809998,205.190002,199.406998,201.149994,201.149994,17203800
2020-04-29,202.929993,207.080002,202.509995,206.699997,206.699997,19117800
2020-04-30,206.25,206.699997,199.28999299999998,202.669998,202.669998,20107400
2020-05-01,195.75,197.380005,192.860001,194.479996,194.479996,22276200
2020-05-04,194.759995,195.0,189.529999,191.149994,191.149994,25709400
2020-05-05,196.380005,198.270004,194.199997,195.020004,195.020004,22957200
2020-05-06,197.669998,198.91000400000001,194.929993,195.169998,195.169998,18598900
2020-05-07,198.0,198.08999599999999,194.779999,196.490005,196.490005,16164600
2020-05-08,199.800003,203.020004,198.679993,201.190002,201.190002,23819700
2020-05-11,202.779999,206.639999,202.380005,205.399994,205.399994,17920700
2020-05-12,206.949997,208.050003,200.020004,200.309998,200.309998,17826800
2020-05-13,203.619995,204.679993,197.979996,199.46000700000002,199.46000700000002,22429700
2020-05-14,195.5,201.770004,194.029999,201.300003,201.300003,20025900
2020-05-15,200.699997,204.490005,200.100006,203.679993,203.679993,17209500
2020-05-18,212.5,215.47000099999997,210.36999500000002,215.27999900000003,215.27999900000003,23556600
2020-05-19,216.729996,220.58999599999999,215.190002,217.19999700000002,217.19999700000002,21438100
2020-05-20,220.0,221.156998,210.580002,216.789993,216.789993,38324100
2020-05-21,211.289993,214.580002,209.529999,212.16000400000001,212.16000400000001,29850700
2020-05-22,203.229996,204.880005,198.990005,199.699997,199.699997,51979300
2020-05-26,205.940002,206.800003,201.0,201.720001,201.720001,28683200
2020-05-27,202.990005,202.990005,196.75,201.179993,201.179993,23605400
2020-05-28,199.0,202.369995,197.619995,199.490005,199.490005,18763200
2020-05-29,200.0,207.880005,196.699997,207.389999,207.389999,43179500
2020-06-01,205.899994,207.199997,203.940002,206.570007,206.570007,16169700
2020-06-02,207.21000700000002,214.57000699999998,207.169998,214.330002,214.330002,22485800
2020-06-03,215.600006,218.97000099999997,213.75,218.61000099999998,218.61000099999998,19999500
2020-06-04,217.27999900000003,220.0,216.32000699999998,218.039993,218.039993,14962400
2020-06-05,220.0,220.58999599999999,218.69999700000002,219.55000299999998,219.55000299999998,11983200
2020-06-08,219.600006,220.399994,215.330002,219.0,219.0,12731200
2020-06-09,216.309998,220.72000099999997,216.19999700000002,220.72000099999997,220.72000099999997,14140100
2020-06-10,222.0,225.0,220.600006,223.67999300000002,223.67999300000002,13372400
2020-06-11,218.0,219.94999700000002,213.559998,215.24000499999997,215.24000499999997,15560300
2020-06-12,218.5,219.5,213.88000499999998,217.63999900000002,217.63999900000002,12716500
2020-06-15,214.11000099999998,217.72000099999997,212.75,217.02999900000003,217.02999900000003,17419900
2020-06-16,221.0,224.83999599999999,220.100006,222.61999500000002,222.61999500000002,17212400
2020-06-17,224.399994,225.0,222.5,224.25,224.25,12486700
2020-06-18,223.74000499999997,226.02999900000003,222.919998,223.539993,223.539993,10358800
2020-06-19,226.38000499999998,226.5,220.08999599999999,220.63999900000002,220.63999900000002,19545200
2020-06-22,220.919998,222.080002,219.44500699999998,221.41000400000001,221.41000400000001,13303600
2020-06-23,225.11999500000002,230.225006,224.52999900000003,228.75,228.75,18263400
2020-06-24,228.30000299999998,231.02999900000003,224.251999,226.22000099999997,226.22000099999997,12159500
2020-06-25,224.58999599999999,224.690002,220.86999500000002,222.16000400000001,222.16000400000001,14953100
2020-06-26,222.210007,222.25999500000003,213.5,215.710007,215.710007,19340600
2020-06-29,215.02999900000003,216.5,211.82000699999998,215.020004,215.020004,12333000
2020-06-30,215.74000499999997,216.42999300000002,212.88999900000002,215.69999700000002,215.69999700000002,12933800
2020-07-01,215.809998,216.55000299999998,214.74000499999997,215.94999700000002,215.94999700000002,11788100
2020-07-02,221.850006,225.024994,220.059998,223.600006,223.600006,18128700
2020-07-06,233.309998,240.479996,232.82000699999998,240.0,240.0,33702900
2020-07-07,241.00999500000003,241.30000299999998,236.13000499999998,236.50999500000003,236.50999500000003,16491600
2020-07-08,244.86000099999998,258.48999,244.020004,257.679993,257.679993,39922700
2020-07-09,265.549988,268.0,255.91000400000001,261.579987,261.579987,36803900
2020-07-10,260.209991,261.899994,255.710007,261.01001,261.01001,20335000
2020-07-13,261.450012,265.660004,250.67999300000002,251.669998,251.669998,21568700
2020-07-14,246.57000699999998,249.75,241.229996,248.580002,248.580002,19782600
2020-07-15,251.479996,252.5,246.539993,249.210007,249.210007,12614700
2020-07-16,241.770004,245.05000299999998,240.74000499999997,242.5,242.5,18032100
2020-07-17,246.55000299999998,247.92999300000002,244.479996,247.13999900000002,247.13999900000002,18742400
2020-07-20,256.450012,257.670013,252.42999300000002,254.809998,254.809998,19015000
2020-07-21,261.209991,261.920013,256.519989,257.899994,257.899994,17120700
2020-07-22,255.75999500000003,256.269989,249.600006,251.69999700000002,251.69999700000002,19682200
2020-07-23,252.100006,257.660004,248.690002,251.88000499999998,251.88000499999998,25712000
2020-07-24,244.960007,249.479996,241.88999900000002,249.0,249.0,17221500
2020-07-27,247.11000099999998,252.86999500000002,245.809998,250.86000099999998,250.86000099999998,18966900
2020-07-28,251.149994,251.649994,248.52999900000003,249.05000299999998,249.05000299999998,9878700
2020-07-29,250.33999599999999,254.30000299999998,250.100006,252.44999700000002,252.44999700000002,11493600
2020-07-30,251.69999700000002,253.86000099999998,249.61999500000002,252.74000499999997,252.74000499999997,7032900
2020-07-31,254.19999700000002,254.399994,248.100006,251.020004,251.020004,12304100
2020-08-03,254.020004,260.649994,254.0,257.940002,257.940002,11530300
2020-08-04,260.079987,262.559998,258.820007,262.200012,262.200012,10994500
2020-08-05,263.73999,265.97601299999997,261.755005,264.910004,264.910004,10673800
2020-08-06,263.420013,265.700012,259.200012,265.679993,265.679993,10359500
2020-08-07,257.410004,257.76001,247.57000699999998,252.100006,252.100006,22529600
2020-08-10,249.33999599999999,251.75,246.100006,248.13000499999998,248.13000499999998,13621700
2020-08-11,251.289993,252.88000499999998,247.830002,248.419998,248.419998,10681800
2020-08-12,249.25,256.079987,248.67999300000002,255.190002,255.190002,11112300
2020-08-13,256.390015,256.97000099999997,252.88000499999998,253.72000099999997,253.72000099999997,8794500
2020-08-14,255.49000499999997,255.770004,251.63999900000002,253.97000099999997,253.97000099999997,7876400
2020-08-17,253.0,257.375,250.085007,256.959991,256.959991,9760000
2020-08-18,258.709991,261.420013,256.059998,259.200012,259.200012,13267800
2020-08-19,260.890015,261.290009,257.380005,260.589996,260.589996,14096500
2020-08-20,256.890015,258.880005,254.17999300000002,257.97000099999997,257.97000099999997,21460800
2020-08-21,259.02999900000003,267.429993,258.309998,265.799988,265.799988,25648200
2020-08-24,273.23999,276.97000099999997,271.619995,276.019989,276.019989,22475800
2020-08-25,278.059998,289.119995,276.040009,286.0,286.0,27535500
2020-08-26,289.26001,292.480011,284.100006,291.959991,291.959991,19530300
2020-08-27,290.170013,290.25,282.100006,284.170013,284.170013,14805800
2020-08-28,285.089996,289.5,283.570007,289.0,289.0,9681500
2020-08-31,288.619995,289.190002,283.609985,287.02999900000003,287.02999900000003,13253800
2020-09-01,289.200012,298.0,288.869995,298.0,298.0,13797100
2020-09-02,299.0,299.0,289.790009,296.070007,296.070007,12638600
2020-09-03,289.0,290.733002,278.160004,282.5,282.5,16766200
2020-09-04,279.600006,283.77999900000003,267.390015,281.390015,281.390015,15885800
2020-09-08,270.230011,273.97000099999997,266.589996,270.019989,270.019989,12734000
2020-09-09,274.450012,275.640015,270.880005,273.149994,273.149994,9465700
2020-09-10,274.899994,277.100006,267.399994,267.549988,267.549988,10676800
2020-09-11,272.630005,274.52999900000003,268.119995,271.609985,271.609985,9412800
2020-09-14,275.359985,276.290009,271.76001,274.100006,274.100006,7883300
2020-09-15,278.0,279.100006,274.799988,277.959991,277.959991,8291400
2020-09-16,281.02999900000003,283.605011,278.0,278.140015,278.140015,9583500
2020-09-17,273.109985,275.899994,272.321014,275.72000099999997,275.72000099999997,8016900
2020-09-18,275.980011,277.269989,270.549988,272.410004,272.410004,11753500
2020-09-21,269.100006,274.22000099999997,266.399994,273.820007,273.820007,9076400
2020-09-22,276.019989,276.320007,270.049988,275.290009,275.290009,9673300
2020-09-23,275.399994,277.829987,271.5,272.950012,272.950012,7353200
2020-09-24,267.929993,271.25,267.33401499999997,269.730011,269.730011,9562100
2020-09-25,267.570007,271.809998,264.559998,271.089996,271.089996,11466600
2020-09-28,275.52999900000003,278.839996,274.199005,276.01001,276.01001,8761700
2020-09-29,275.429993,279.299988,274.899994,276.929993,276.929993,7673300
2020-09-30,284.01001,295.0,283.709991,293.980011,293.980011,24777700
2020-10-01,295.26001,295.589996,288.25,290.049988,290.049988,16304000
2020-10-02,286.619995,291.97900400000003,286.51001,288.170013,288.170013,11482800
2020-10-05,289.059998,290.0,284.880005,288.269989,288.269989,17876400
2020-10-06,287.410004,296.839996,286.910004,292.390015,292.390015,15860400
2020-10-07,297.98999,299.51001,292.869995,296.5,296.5,16669300
2020-10-08,298.109985,302.299988,295.44101,300.540009,300.540009,15105800
2020-10-09,298.549988,302.609985,297.73999,299.73999,299.73999,11442200
2020-10-12,303.950012,309.640015,301.285004,306.339996,306.339996,14780100
2020-10-13,306.359985,310.01001,303.02999900000003,308.77999900000003,308.77999900000003,10898500
2020-10-14,309.0,309.959991,300.799988,301.040009,301.040009,15157800
2020-10-15,293.799988,299.863007,292.609985,299.459991,299.459991,9709900
2020-10-16,303.98999,310.0,302.950012,307.309998,307.309998,12338000
2020-10-19,309.890015,313.809998,303.410004,305.290009,305.290009,14107300
2020-10-20,307.600006,311.799988,307.059998,309.809998,309.809998,8806100
2020-10-21,311.75,314.0,307.700012,307.97000099999997,307.97000099999997,11139700
2020-10-22,311.459991,311.850006,304.209991,306.27999900000003,306.27999900000003,8008400
2020-10-23,307.269989,310.329987,304.059998,309.920013,309.920013,6231400
2020-10-26,309.920013,315.459991,303.200012,306.869995,306.869995,9350100
2020-10-27,307.75,319.320007,305.609985,317.140015,317.140015,13175900
2020-10-28,313.5,313.5,306.0,307.940002,307.940002,13644500
2020-10-29,309.440002,315.579987,308.910004,312.559998,312.559998,11174500
2020-10-30,308.549988,310.829987,300.190002,304.690002,304.690002,14918500
2020-11-02,310.950012,311.440002,305.390015,310.839996,310.839996,11857600
2020-11-03,286.200012,294.27999900000003,280.77999900000003,285.570007,285.570007,58132500
2020-11-04,287.790009,299.170013,285.299988,295.709991,295.709991,28791200
2020-11-05,289.089996,291.25,279.600006,287.75,287.75,50065200
2020-11-06,291.48999,300.890015,289.786011,299.950012,299.950012,25259600
2020-11-09,303.769989,304.0,290.5,290.52999900000003,290.52999900000003,22559900
2020-11-10,279.97000099999997,280.0,264.329987,266.540009,266.540009,61064000
2020-11-11,261.920013,271.920013,261.204987,265.649994,265.649994,41699000
2020-11-12,271.040009,271.200012,263.040009,264.309998,264.309998,27119100
2020-11-13,264.72000099999997,265.440002,257.170013,260.839996,260.839996,33942800
2020-11-16,260.420013,262.570007,257.02999900000003,258.309998,258.309998,20864200
2020-11-17,260.27999900000003,260.27999900000003,256.540009,256.799988,256.799988,19739500
2020-11-18,257.76001,258.309998,252.55000299999998,255.830002,255.830002,28307100
2020-11-19,255.0,261.399994,253.559998,259.890015,259.890015,20752800
2020-11-20,263.97000099999997,272.369995,261.899994,270.73999,270.73999,34178400
2020-11-23,274.75,275.730011,266.411011,270.109985,270.109985,25317100
2020-11-24,276.234985,280.609985,272.799988,279.959991,279.959991,20660500
2020-11-25,275.700012,279.329987,274.049988,277.72000099999997,277.72000099999997,15229300
2020-11-27,278.799988,278.920013,275.66598500000003,276.480011,276.480011,9583200
2020-11-30,268.97000099999997,268.97000099999997,262.519989,263.359985,263.359985,30476100
2020-12-01,265.47000099999997,265.670013,261.570007,264.01001,264.01001,14606300
2020-12-02,262.0,263.100006,260.109985,261.320007,261.320007,13919700
2020-12-03,263.77999900000003,268.600006,263.140015,266.910004,266.910004,15520500
2020-12-04,271.019989,271.299988,266.269989,267.25,267.25,15527600
2020-12-07,265.700012,265.97000099999997,262.600006,264.0,264.0,11388700
2020-12-08,265.200012,268.399994,263.869995,266.089996,266.089996,9447700
2020-12-09,267.559998,267.910004,263.100006,263.799988,263.799988,9060700
2020-12-10,261.98999,266.089996,261.200012,264.869995,264.869995,10290300
2020-12-11,264.290009,265.320007,262.5,264.540009,264.540009,7771300
2020-12-14,260.320007,260.855011,256.02999900000003,256.02999900000003,256.02999900000003,18369900
2020-12-15,255.33999599999999,255.67999300000002,252.30000299999998,255.11000099999998,255.11000099999998,16595600
2020-12-16,257.73999,263.179993,257.040009,261.890015,261.890015,15804800
2020-12-17,264.700012,264.850006,260.200012,264.429993,264.429993,14306600
2020-12-18,263.899994,264.899994,259.200012,260.0,260.0,15981800
2020-12-21,255.169998,260.459991,254.5,260.429993,260.429993,10901800
2020-12-22,257.869995,258.339996,255.41000400000001,255.830002,255.830002,11468400
2020-12-23,255.5,257.350006,252.52999900000003,256.179993,256.179993,10729200
2020-12-24,228.23500099999998,229.899994,211.229996,222.0,222.0,141830000
2020-12-28,216.88000499999998,224.99000499999997,215.32000699999998,222.36000099999998,222.36000099999998,73512100
2020-12-29,231.75999500000003,239.190002,229.600006,236.25999500000003,236.25999500000003,69715900
2020-12-30,243.348007,243.38999900000002,234.645004,238.38999900000002,238.38999900000002,44812300
